Student_id,Aptitude,English,Quantitative,Analytical,Domain,Computer Fundamental,Coding,Score/700,10 th %,12 th %,Placement Status
S_2650,58,73,40,60,50,47,20,348,64,57,0
S_2651,51,47,47,60,65,53,20,343,55,71,0
S_2652,58,53,53,67,35,20,0,286,66,58,0
S_2653,53,67,53,40,55,47,56,371,57,61,0
S_2654,53,60,27,73,40,40,20,313,69,70,1
S_2655,60,60,80,40,50,33,0,323,74,56,0
S_2656,58,67,40,67,50,40,20,342,68,57,0
S_2657,51,60,53,40,35,47,20,306,63,63,0
S_2658,62,60,60,67,55,13,0,317,67,64,0
S_2659,62,53,73,60,45,27,0,320,55,69,0
S_2660,58,60,53,60,50,20,20,321,68,72,0
S_2661,53,73,33,53,30,53,0,295,73,62,1
S_2662,51,67,60,27,35,47,20,307,60,70,0
S_2663,47,40,53,47,50,40,60,337,59,56,0
S_2664,58,60,53,60,25,7,0,263,60,55,0
S_2665,51,47,47,60,50,40,0,295,57,70,0
S_2666,53,53,60,47,45,33,0,291,59,61,0
S_2667,49,47,60,40,50,13,20,279,58,66,0
S_2668,51,53,33,67,25,13,20,262,59,61,0
S_2669,22,20,13,33,25,27,0,140,65,55,0
S_2670,20,47,7,7,40,40,0,161,64,65,0
S_2671,7,0,20,0,15,0,20,62,70,60,0
S_2672,16,13,7,27,35,13,0,111,74,74,0
S_2673,62,67,33,87,30,80,56,415,69,58,0
S_2674,62,47,53,87,50,60,20,379,68,60,0
S_2675,64,67,53,73,35,47,0,339,64,65,0
S_2676,64,53,60,80,45,60,0,362,65,64,0
S_2677,60,67,53,60,30,27,20,317,62,66,0
S_2678,64,67,60,67,30,40,0,328,56,66,0
S_2679,51,93,27,33,20,20,0,244,72,73,0
S_2680,58,53,53,67,35,40,0,306,60,53,0
S_2681,51,47,47,60,40,53,20,318,60,71,0
S_2682,51,53,40,60,40,53,0,297,69,66,0
S_2683,49,67,27,53,20,40,0,256,63,67,0
S_2684,49,60,33,53,45,40,0,280,64,72,0
S_2685,58,60,53,60,45,33,100,409,71,72,1
S_2686,60,87,20,73,30,33,0,303,64,58,0
S_2687,53,73,27,60,35,47,0,295,57,55,0
S_2688,47,33,27,80,45,47,20,299,73,70,0
S_2689,49,40,53,53,45,47,60,347,66,61,0
S_2690,49,73,47,27,45,33,0,274,67,70,0
S_2691,51,27,60,67,35,33,20,293,55,59,0
S_2692,51,80,20,53,50,53,0,307,61,69,0
S_2693,53,40,67,53,35,47,0,295,58,63,0
S_2694,56,27,67,73,55,20,0,298,72,59,0
S_2695,51,20,53,80,65,27,0,296,74,71,0
S_2696,51,27,40,87,55,53,0,313,57,66,0
S_2697,53,40,53,67,35,33,20,301,58,58,0
S_2698,49,47,40,60,60,33,0,289,59,70,0
S_2699,51,53,40,60,45,33,0,282,67,63,0
S_2700,49,33,47,67,45,53,20,314,55,57,0
S_2701,49,67,40,40,45,40,0,281,74,71,0
S_2702,49,27,67,53,60,53,0,309,60,72,0
S_2703,49,67,67,13,55,27,0,278,68,71,0
S_2704,44,53,20,60,65,27,0,269,70,71,0
S_2705,51,27,60,67,35,27,0,267,59,67,0
S_2706,42,27,33,67,40,40,20,269,58,71,0
S_2707,51,33,60,60,50,20,0,274,69,62,0
S_2708,51,47,47,60,40,40,0,285,63,64,0
S_2709,53,33,67,60,45,33,20,311,72,65,0
S_2710,56,33,67,67,30,20,0,273,56,66,0
S_2711,51,53,40,60,40,27,0,271,55,53,0
S_2712,47,53,53,33,25,40,0,251,72,62,0
S_2713,40,53,7,60,50,47,20,277,66,65,0
S_2714,47,53,33,53,25,20,0,231,59,63,0
S_2715,49,47,47,53,45,27,0,268,69,62,0
S_2716,44,60,33,40,20,40,0,237,56,60,0
S_2717,69,80,47,80,60,47,60,443,67,74,1
S_2718,56,47,47,73,55,47,0,325,56,60,0
S_2719,56,67,47,53,20,53,0,296,65,53,0
S_2720,58,73,33,67,30,27,0,288,62,55,0
S_2721,51,53,53,47,50,60,0,314,64,66,0
S_2722,49,60,40,47,45,67,20,328,68,59,1
S_2723,53,40,47,73,15,40,0,268,63,70,0
S_2724,51,60,53,40,50,40,0,294,73,59,0
S_2725,53,87,0,73,20,33,0,266,73,55,0
S_2726,56,47,47,73,35,60,0,318,67,55,0
S_2727,51,60,47,47,45,47,0,297,72,64,0
S_2728,49,73,20,53,30,60,0,285,57,54,0
S_2729,49,60,33,53,30,60,0,285,71,61,0
S_2730,49,47,53,47,20,47,20,283,68,60,0
S_2731,56,53,40,73,25,53,0,300,73,58,0
S_2732,47,67,20,53,40,33,0,260,68,73,1
S_2733,44,53,33,47,35,40,0,252,61,56,0
S_2734,47,60,27,53,35,0,0,222,70,73,1
S_2735,11,33,0,0,25,47,0,116,58,71,0
S_2736,53,53,40,67,50,47,0,310,65,59,0
S_2737,60,40,67,73,50,27,0,317,61,65,0
S_2738,58,73,53,47,55,40,0,326,66,56,0
S_2739,53,47,53,60,50,47,20,330,69,56,0
S_2740,51,60,40,53,30,53,20,307,73,71,1
S_2741,56,53,47,67,35,33,0,291,62,54,0
S_2742,53,53,47,60,25,60,20,318,71,58,0
S_2743,56,53,53,60,40,47,0,309,66,73,0
S_2744,53,60,40,60,30,47,0,290,58,57,0
S_2745,49,40,33,73,30,40,0,265,74,69,0
S_2746,56,60,40,67,40,20,0,283,72,60,0
S_2747,49,53,40,53,35,27,20,277,62,64,0
S_2748,44,60,47,27,55,27,52,312,68,71,0
S_2749,47,53,20,67,25,47,0,259,62,53,0
S_2750,67,80,33,87,35,53,20,375,63,63,0
S_2751,67,67,73,60,40,47,0,354,58,73,0
S_2752,56,47,53,67,60,40,20,343,70,54,0
S_2753,60,53,33,93,25,33,0,297,67,74,0
S_2754,62,60,67,60,35,47,20,351,74,61,0
S_2755,60,67,33,80,50,47,0,337,69,53,0
S_2756,56,60,40,67,20,33,0,276,66,69,1
S_2757,60,40,67,73,40,33,0,313,56,55,0
S_2758,56,60,40,67,35,33,0,291,69,73,1
S_2759,53,73,33,53,40,27,0,279,59,54,0
S_2760,53,67,47,47,45,47,40,346,74,53,0
S_2761,60,53,53,73,40,33,0,312,61,70,0
S_2762,64,73,60,60,20,20,0,297,68,71,0
S_2763,53,67,40,53,25,40,0,278,68,55,0
S_2764,51,40,40,73,40,27,0,271,66,54,0
S_2765,49,40,47,60,40,27,0,263,61,60,0
S_2766,49,67,47,33,30,60,0,286,67,60,0
S_2767,9,13,0,13,35,7,0,77,63,66,0
S_2768,62,73,40,73,50,47,60,405,72,61,1
S_2769,67,87,53,60,60,40,0,367,94,85,1
S_2770,60,67,60,53,70,33,20,363,90,81,1
S_2771,64,73,67,53,75,27,0,359,79,85,1
S_2772,60,67,40,73,55,40,0,335,83,89,1
S_2773,58,53,67,53,40,53,20,344,86,81,0
S_2774,60,60,40,80,50,33,0,323,90,79,1
S_2775,56,53,40,73,60,53,20,355,79,77,0
S_2776,56,87,27,53,45,40,20,328,76,86,1
S_2777,53,53,53,53,60,60,20,352,77,76,0
S_2778,56,60,40,67,65,33,0,321,92,94,1
S_2779,58,60,53,60,55,40,20,346,94,78,1
S_2780,58,80,33,60,35,27,0,293,86,83,1
S_2781,60,47,73,60,25,40,0,305,83,77,0
S_2782,56,60,33,73,25,33,20,300,83,78,1
S_2783,58,67,33,73,30,33,0,294,90,78,1
S_2784,53,67,40,53,50,33,0,296,82,93,1
S_2785,56,53,60,53,35,53,20,330,80,76,0
S_2786,60,73,40,67,40,33,0,313,82,81,0
S_2787,51,67,40,47,50,53,0,308,87,79,1
S_2788,47,33,40,67,65,27,60,339,87,80,0
S_2789,49,47,27,73,50,53,20,319,79,80,0
S_2790,58,67,40,67,60,73,92,457,90,78,1
S_2791,67,80,53,67,35,53,0,355,79,76,0
S_2792,56,60,47,60,45,53,60,381,82,85,1
S_2793,60,80,53,47,10,33,88,371,85,77,0
S_2794,73,80,67,73,45,40,20,398,83,76,0
S_2795,64,80,47,67,45,40,0,343,93,90,1
S_2796,69,67,93,47,65,40,20,401,81,89,1
S_2797,67,60,47,93,35,60,0,362,96,75,1
S_2798,60,60,47,73,70,27,0,337,92,78,1
S_2799,60,60,67,53,45,53,20,358,84,90,1
S_2800,53,60,33,67,35,53,100,401,92,76,1
S_2801,58,67,53,53,35,27,0,293,96,92,1
S_2802,53,60,47,53,35,27,20,295,88,84,1
S_2803,51,67,40,47,30,27,0,262,77,76,1
S_2804,58,67,67,40,35,40,20,327,79,76,0
S_2805,51,67,40,47,40,20,0,265,83,79,1
S_2806,51,53,40,60,50,27,0,281,75,78,0
S_2807,62,67,73,47,30,20,0,299,95,78,1
S_2808,53,80,33,47,40,47,20,320,81,75,0
S_2809,53,60,40,60,30,20,0,263,82,79,1
S_2810,49,53,40,53,25,40,36,296,75,80,0
S_2811,47,60,20,60,35,27,20,269,83,78,1
S_2812,49,53,40,53,35,40,0,270,80,78,0
S_2813,53,67,33,60,40,40,0,293,84,85,1
S_2814,49,60,40,47,50,40,0,286,96,78,1
S_2815,47,60,27,53,75,47,0,309,93,87,1
S_2816,60,80,40,60,30,20,0,290,90,92,1
S_2817,49,60,27,60,30,33,0,259,75,92,1
S_2818,47,80,33,27,35,33,0,255,83,81,0
S_2819,58,87,47,40,35,20,0,287,83,76,0
S_2820,53,67,33,60,65,20,20,318,85,87,1
S_2821,60,73,40,67,20,20,0,280,75,80,0
S_2822,56,60,33,73,35,20,0,277,86,75,1
S_2823,51,60,27,67,45,60,0,310,76,94,1
S_2824,53,73,33,53,30,20,0,262,84,75,1
S_2825,64,60,87,47,65,47,100,470,92,83,1
S_2826,67,60,67,73,50,53,0,370,82,75,1
S_2827,44,60,27,47,20,40,0,238,86,84,1
S_2828,58,60,33,80,35,53,0,319,86,79,1
S_2829,58,73,47,53,30,40,20,321,80,76,1
S_2830,67,67,53,80,15,27,0,309,93,76,1
S_2831,62,73,60,53,30,47,0,325,83,77,1
S_2832,56,67,27,73,45,33,0,301,87,84,1
S_2833,62,60,80,47,35,27,0,311,89,94,1
S_2834,56,60,33,73,40,40,0,302,89,89,1
S_2835,60,80,20,80,35,33,0,308,79,81,0
S_2836,60,67,47,67,30,27,0,298,83,93,1
S_2837,71,80,47,87,50,47,60,442,89,94,1
S_2838,62,73,53,60,40,67,98,453,77,78,1
S_2839,78,73,73,87,45,53,100,509,91,76,1
S_2840,64,67,60,67,60,87,96,501,84,83,1
S_2841,69,73,53,80,45,60,96,476,86,91,1
S_2842,80,80,80,80,55,33,52,460,78,79,0
S_2843,78,67,73,93,40,60,60,471,92,88,1
S_2844,60,67,47,67,65,73,100,479,88,81,1
S_2845,64,73,47,73,50,53,100,460,92,77,1
S_2846,58,67,40,67,75,47,100,454,76,75,1
S_2847,60,67,40,73,60,60,100,460,96,79,1
S_2848,67,73,60,67,70,33,60,430,79,85,1
S_2849,67,80,60,60,55,60,60,442,81,91,1
S_2850,64,73,53,67,35,53,96,441,85,82,1
S_2851,58,67,47,60,55,47,92,426,77,87,1
S_2852,60,53,73,53,50,60,100,449,79,80,0
S_2853,58,73,40,60,60,53,96,440,79,89,1
S_2854,53,60,33,67,40,60,92,405,90,89,1
S_2855,62,87,33,67,20,40,56,365,78,78,0
S_2856,53,53,33,73,55,53,98,418,82,80,1
S_2857,69,80,80,47,55,60,20,411,79,77,0
S_2858,53,80,47,33,45,60,100,418,78,76,0
S_2859,56,47,47,73,35,53,100,411,85,90,1
S_2860,60,60,73,47,50,53,56,399,87,79,0
S_2861,71,67,73,73,60,33,94,471,94,86,1
S_2862,67,80,60,60,65,60,60,452,95,83,1
S_2863,69,80,80,47,60,80,20,436,82,77,0
S_2864,58,53,53,67,25,53,60,369,93,88,1
S_2865,64,73,60,60,50,40,20,367,87,81,0
S_2866,62,73,33,80,40,20,0,308,86,79,0
S_2867,53,53,33,73,25,40,60,337,93,80,1
S_2868,22,20,20,27,40,33,0,162,79,81,0
S_2869,64,93,40,60,60,47,60,424,79,86,1
S_2870,62,67,60,60,40,53,94,436,77,86,1
S_2871,64,80,40,73,50,60,57,424,81,79,0
S_2872,62,67,53,67,55,67,60,431,90,83,1
S_2873,60,80,33,67,60,27,20,347,81,77,1
S_2874,51,60,47,47,30,60,76,371,80,88,1
S_2875,53,73,33,53,35,60,20,327,81,80,1
S_2876,56,67,40,60,55,33,0,311,77,84,1
S_2877,58,47,53,73,30,40,0,301,82,80,0
S_2878,51,73,27,53,40,33,0,277,87,81,1
S_2879,64,67,47,80,45,33,0,336,81,76,0
S_2880,58,60,67,47,30,53,0,315,77,80,0
S_2881,47,80,7,53,55,27,20,289,81,79,0
S_2882,47,60,40,40,35,40,0,262,86,78,0
S_2883,62,60,47,80,25,47,0,321,77,79,0
S_2884,56,60,47,60,25,53,60,361,88,90,1
S_2885,29,20,33,33,25,13,0,153,87,81,0
S_2886,75,85,60,80,13,20,11,344,92,90,1
S_2887,68,85,50,70,33,60,0,366,94,82,1
S_2888,67,60,65,75,47,60,0,374,78,89,1
S_2889,57,55,45,70,43,40,0,310,76,89,1
S_2890,53,60,35,65,40,60,42,355,89,77,1
S_2891,53,60,40,60,17,33,0,263,94,80,1
S_2892,52,55,70,30,60,40,0,307,75,76,0
S_2893,50,50,50,50,40,53,0,293,91,86,1
S_2894,50,50,35,65,20,67,11,298,93,77,1
S_2895,43,40,40,50,37,13,0,223,83,79,0
S_2896,70,75,45,90,43,53,0,376,96,86,1
S_2897,60,65,60,55,40,40,11,331,94,76,1
S_2898,60,65,40,75,33,40,0,313,93,89,1
S_2899,57,40,65,65,37,33,11,308,80,78,0
S_2900,57,80,15,75,43,7,0,277,82,82,1
S_2901,55,60,30,75,33,40,10,303,91,80,1
S_2902,55,55,35,75,20,33,11,284,94,75,1
S_2903,55,60,55,50,30,33,0,283,94,93,1
S_2904,53,45,55,60,47,33,11,304,80,77,0
S_2905,50,55,40,55,23,60,11,294,85,80,1
S_2906,50,50,40,60,47,27,0,274,85,80,0
S_2907,50,55,45,50,50,13,0,263,85,93,1
S_2908,48,70,15,60,40,13,0,246,92,82,1
S_2909,47,60,30,50,30,40,0,257,80,78,0
S_2910,47,35,45,60,43,40,0,270,78,75,0
S_2911,65,70,55,70,23,33,0,316,90,87,1
S_2912,63,60,65,65,43,53,11,360,82,80,1
S_2913,62,85,55,45,50,33,11,341,76,90,1
S_2914,62,50,75,60,53,33,11,344,88,77,1
S_2915,58,60,45,70,47,40,0,320,93,83,1
S_2916,57,65,60,45,43,60,0,330,83,87,1
S_2917,55,50,45,70,40,33,0,293,93,84,1
S_2918,53,65,30,65,37,33,10,293,82,85,1
S_2919,52,75,25,55,30,33,10,280,88,77,1
S_2920,50,60,20,70,23,33,0,256,80,84,1
S_2921,50,65,25,60,33,33,0,266,78,77,1
S_2922,50,65,35,50,23,53,0,276,84,78,1
S_2923,48,50,35,60,47,40,0,280,82,82,1
S_2924,47,35,55,50,30,27,11,255,80,75,0
S_2925,47,60,25,55,30,33,0,250,89,76,1
S_2926,52,55,45,55,53,40,0,300,86,87,1
S_2927,63,75,45,70,20,53,11,337,82,88,1
S_2928,48,60,35,50,27,33,11,264,78,76,1
S_2929,43,50,35,45,33,40,0,246,88,78,1
S_2930,47,55,40,45,37,33,0,257,78,77,1
S_2931,62,50,60,75,47,47,11,352,89,90,1
S_2932,57,70,45,55,27,27,11,292,81,80,0
S_2933,53,45,65,50,50,47,11,321,78,79,0
S_2934,50,65,20,65,30,40,0,270,91,85,1
S_2935,50,65,45,40,53,33,0,286,78,77,0
S_2936,50,50,45,55,27,27,0,254,88,84,1
S_2937,48,60,40,45,23,67,11,294,90,76,1
S_2938,45,65,30,40,43,20,11,254,77,81,0
S_2939,45,65,40,30,37,47,0,264,84,81,0
S_2940,45,60,25,50,30,33,11,254,76,80,1
S_2941,38,55,15,45,43,20,0,216,86,94,1
S_2942,70,75,65,70,20,47,0,347,96,89,1
S_2943,62,55,65,65,43,33,0,323,82,78,1
S_2944,57,70,45,55,37,47,0,311,94,88,1
S_2945,55,50,60,55,27,27,0,274,76,91,1
S_2946,52,60,45,50,37,33,0,277,85,93,1
S_2947,52,55,45,55,37,33,11,288,96,84,1
S_2948,50,70,30,50,33,27,0,260,79,81,1
S_2949,50,50,55,45,50,33,54,337,79,80,1
S_2950,48,65,35,45,30,47,11,281,87,78,1
S_2951,48,60,30,55,23,13,0,229,79,90,1
S_2952,48,50,35,60,33,40,0,266,84,76,1
S_2953,48,45,50,50,20,20,0,233,75,78,0
S_2954,45,60,25,50,67,27,0,274,78,79,1
S_2955,45,50,20,65,27,40,0,247,96,81,1
S_2956,43,35,50,45,33,20,0,226,77,78,0
S_2957,42,30,35,60,23,40,11,241,83,76,0
S_2958,70,65,70,75,37,53,0,370,92,92,1
S_2959,70,80,65,65,40,60,11,391,77,86,1
S_2960,65,60,60,75,40,40,0,340,76,94,1
S_2961,60,85,25,70,23,20,0,283,77,76,0
S_2962,58,50,60,65,30,40,0,303,93,77,1
S_2963,57,55,35,80,40,60,11,338,82,80,1
S_2964,57,45,60,65,33,27,11,298,79,79,0
S_2965,55,60,35,70,30,20,0,270,78,78,0
S_2966,55,65,40,60,37,33,0,290,84,94,1
S_2967,55,75,30,60,50,40,0,310,76,77,0
S_2968,52,55,40,60,30,33,0,270,87,92,1
S_2969,50,80,40,30,33,47,11,291,79,78,0
S_2970,50,50,40,60,43,53,0,296,82,76,1
S_2971,48,50,20,75,27,13,11,244,77,87,1
S_2972,47,55,10,75,37,40,0,264,81,79,0
S_2973,45,50,20,65,30,40,11,261,94,92,1
S_2974,45,50,35,50,50,47,0,277,89,86,1
S_2975,43,45,45,40,23,40,0,236,80,79,0
S_2976,43,50,20,60,30,53,0,256,91,93,1
S_2977,40,50,20,50,40,27,0,227,90,76,1
S_2978,40,50,25,45,33,27,11,231,93,94,1
S_2979,40,70,25,25,30,20,11,221,78,76,0
S_2980,38,40,45,30,40,47,0,240,86,79,0
S_2981,38,45,5,65,23,40,0,216,85,75,0
S_2982,38,50,15,50,47,40,0,240,83,79,1
S_2983,50,70,30,50,33,27,0,260,77,75,0
S_2984,67,75,35,90,43,47,11,368,90,86,1
S_2985,60,70,60,50,40,33,0,313,94,76,1
S_2986,60,50,75,55,30,53,11,334,89,94,1
S_2987,58,40,60,75,30,47,0,310,77,80,0
S_2988,57,60,30,80,37,47,0,311,85,77,0
S_2989,52,55,45,55,50,33,0,290,75,83,1
S_2990,52,50,50,55,37,33,0,277,83,91,1
S_2991,63,60,60,70,37,60,11,361,91,85,1
S_2992,62,80,35,70,53,40,0,340,83,75,1
S_2993,62,65,60,60,50,60,0,357,80,86,1
S_2994,62,60,60,65,30,47,33,357,93,82,1
S_2995,60,55,60,65,53,33,0,326,90,91,1
S_2996,58,55,35,85,47,40,0,320,89,94,1
S_2997,57,50,60,60,40,40,0,307,77,93,1
S_2998,55,60,50,55,23,33,0,276,75,78,1
S_2999,53,45,60,55,30,47,0,290,86,77,0
S_3000,53,55,40,65,30,53,11,307,86,83,1
S_3001,53,60,55,45,23,47,0,283,80,84,1
S_3002,53,40,45,75,43,40,0,296,77,81,0
S_3003,48,50,50,45,37,40,0,270,86,85,1
S_3004,72,90,65,60,70,47,0,404,77,77,1
S_3005,67,65,85,50,33,33,0,333,82,94,1
S_3006,63,60,65,65,50,20,0,323,93,92,1
S_3007,63,70,35,85,70,47,0,370,88,90,1
S_3008,62,70,50,65,37,33,0,317,83,81,1
S_3009,55,55,60,50,50,47,0,317,79,93,1
S_3010,53,35,60,65,40,40,0,293,80,81,0
S_3011,53,55,35,70,43,40,0,296,86,75,1
S_3012,53,65,40,55,37,33,0,283,80,90,1
S_3013,52,55,40,60,27,53,0,287,77,93,1
S_3014,50,50,35,65,67,53,11,331,93,89,1
S_3015,50,60,20,70,40,27,0,267,89,89,1
S_3016,64,73,47,73,55,53,20,385,83,79,0
S_3017,64,67,60,67,60,27,20,365,96,90,1
S_3018,64,73,47,73,55,20,0,332,86,94,1
S_3019,64,60,73,60,55,40,20,372,81,80,1
S_3020,60,67,53,60,65,33,0,338,91,92,1
S_3021,64,73,40,80,40,40,0,337,90,89,1
S_3022,69,73,67,67,45,33,20,374,85,75,0
S_3023,64,73,67,53,75,27,0,359,78,77,1
S_3024,60,67,40,73,55,40,0,335,82,87,1
S_3025,64,73,67,53,15,20,20,312,96,91,1
S_3026,58,60,47,67,70,20,0,322,85,78,1
S_3027,56,73,33,60,45,53,20,340,94,89,1
S_3028,58,73,40,60,35,33,0,299,87,94,1
S_3029,51,47,47,60,65,53,20,343,80,77,0
S_3030,56,60,40,67,65,33,0,321,95,88,1
S_3031,56,47,60,60,55,33,20,331,85,79,0
S_3032,53,67,40,53,50,33,0,296,94,89,1
S_3033,53,73,47,40,35,20,0,268,77,79,0
S_3034,51,67,33,53,25,53,0,282,80,92,1
S_3035,58,67,40,67,60,73,92,457,76,78,1
S_3036,53,53,47,60,25,60,60,358,82,80,1
S_3037,64,73,67,53,35,40,0,332,82,80,0
S_3038,16,13,7,27,35,13,0,111,83,77,0
S_3039,60,80,53,47,10,33,88,371,87,79,0
S_3040,69,67,93,47,65,40,20,401,78,75,1
S_3041,64,93,33,67,25,33,0,315,76,90,1
S_3042,58,53,60,60,75,20,20,346,85,76,0
S_3043,53,60,33,67,35,53,100,401,86,92,1
S_3044,56,80,33,53,50,33,0,305,85,83,1
S_3045,58,67,53,53,35,27,0,293,92,89,1
S_3046,64,73,47,73,40,0,0,297,86,81,0
S_3047,53,60,47,53,35,27,20,295,85,85,1
S_3048,51,67,40,47,30,27,0,262,87,92,1
S_3049,51,67,33,53,40,47,0,291,84,81,1
S_3050,62,67,73,47,30,20,0,299,95,80,1
S_3051,58,60,53,60,45,33,100,409,92,80,1
S_3052,49,47,40,60,60,33,0,289,85,79,0
S_3053,53,67,33,60,40,40,0,293,95,84,1
S_3054,49,67,33,47,45,33,0,274,81,75,1
S_3055,47,60,27,53,75,47,0,309,88,76,1
S_3056,51,67,40,47,55,47,0,307,79,80,0
S_3057,49,60,27,60,30,33,0,259,84,76,1
S_3058,47,53,33,53,25,20,0,231,85,79,0
S_3059,42,40,20,67,45,33,0,247,76,80,0
S_3060,24,33,20,20,30,20,0,147,85,81,0
S_3061,64,87,53,53,40,33,20,350,76,75,1
S_3062,56,47,47,73,55,47,0,325,85,81,0
S_3063,53,67,33,60,65,20,20,318,81,75,1
S_3064,56,60,33,73,35,20,0,277,90,75,1
S_3065,51,53,53,47,50,60,0,314,78,76,0
S_3066,49,73,27,47,45,33,0,274,85,83,1
S_3067,51,60,27,67,45,60,0,310,82,88,1
S_3068,53,60,40,60,25,27,0,265,77,82,1
S_3069,49,67,33,47,30,13,0,239,75,86,1
S_3070,47,67,20,53,40,33,0,260,88,88,1
S_3071,47,60,27,53,25,33,20,265,92,89,1
S_3072,47,60,27,53,35,0,0,222,86,78,1
S_3073,64,67,67,60,30,67,0,355,83,83,1
S_3074,67,80,47,73,40,40,0,347,78,81,0
S_3075,60,60,53,67,35,40,0,315,82,88,1
S_3076,67,60,67,73,50,53,0,370,95,89,1
S_3077,56,73,27,67,45,40,0,308,93,80,1
S_3078,53,67,33,60,35,20,0,268,94,90,1
S_3079,51,60,47,47,40,40,0,285,80,92,1
S_3080,51,80,33,40,40,40,0,284,75,78,0
S_3081,47,53,20,67,25,47,0,259,78,75,0
S_3082,67,80,33,87,35,53,20,375,75,75,0
S_3083,62,80,53,53,45,33,0,326,79,91,1
S_3084,64,87,33,73,20,27,0,304,79,94,1
S_3085,56,47,53,67,60,40,20,343,76,77,0
S_3086,67,67,53,80,15,27,0,309,90,82,1
S_3087,56,67,27,73,45,33,0,301,80,89,1
S_3088,53,67,47,47,35,53,0,302,75,94,1
S_3089,51,67,20,67,35,13,20,273,94,80,1
S_3090,49,60,33,53,20,13,0,228,82,87,1
S_3091,47,67,20,53,25,47,20,279,88,82,1
S_3092,9,13,0,13,35,7,0,77,81,78,0
S_3093,62,67,60,60,40,20,0,309,75,76,0
S_3094,47,73,20,47,55,47,0,289,79,81,0
S_3095,47,47,27,67,60,67,0,315,82,76,0
S_3096,49,67,47,33,45,20,0,261,77,76,0
S_3097,58,67,53,53,20,13,0,264,77,76,0
S_3098,18,7,13,33,30,20,0,121,87,80,0
S_3099,84,87,93,73,65,53,100,555,80,79,1
S_3100,78,67,87,80,50,60,97,519,75,79,1
S_3101,67,87,47,67,70,73,90,501,83,80,1
S_3102,71,67,73,73,60,53,100,497,91,81,1
S_3103,78,67,80,87,45,47,90,494,77,83,1
S_3104,60,73,40,67,60,60,100,460,96,82,1
S_3105,60,67,47,67,50,40,100,431,91,93,1
S_3106,73,87,40,93,40,47,52,432,85,81,0
S_3107,80,93,87,60,80,27,0,427,85,80,0
S_3108,62,80,47,60,60,33,60,402,87,86,1
S_3109,69,67,73,67,55,60,60,451,86,89,1
S_3110,56,47,53,67,70,67,88,448,88,75,1
S_3111,58,73,40,60,60,53,96,440,85,88,1
S_3112,56,47,47,73,35,53,100,411,88,87,1
S_3113,56,40,60,67,45,60,56,384,82,76,0
S_3114,62,60,80,47,65,40,0,354,79,78,0
S_3115,51,53,33,67,35,60,94,393,86,90,1
S_3116,40,40,27,53,15,47,0,222,81,78,0
S_3117,38,53,40,20,50,33,0,234,81,80,0
S_3118,33,20,53,27,45,20,0,198,85,79,0
S_3119,27,33,0,47,55,33,0,195,84,76,0
S_3120,71,67,73,73,60,33,94,471,80,94,1
S_3121,78,80,73,80,55,67,60,493,90,78,1
S_3122,62,40,73,73,45,67,100,460,80,79,0
S_3123,67,80,60,60,65,60,60,452,81,93,1
S_3124,76,73,67,87,65,40,20,428,87,78,0
S_3125,64,73,33,87,80,53,0,390,85,78,0
S_3126,60,60,60,60,35,47,60,382,90,76,1
S_3127,67,67,60,73,30,33,60,390,76,75,1
S_3128,56,47,47,73,35,53,60,371,92,75,1
S_3129,53,53,33,73,25,40,60,337,79,76,1
S_3130,60,73,47,60,35,40,60,375,84,76,1
S_3131,22,47,7,13,30,40,0,159,83,76,0
S_3132,64,93,40,60,60,47,60,424,82,77,1
S_3133,58,80,33,60,35,40,60,366,75,75,1
S_3134,64,47,80,67,35,60,60,413,93,93,1
S_3135,62,67,53,67,55,67,60,431,75,76,1
S_3136,71,67,80,67,45,40,0,370,85,79,0
S_3137,60,67,53,60,15,53,0,308,89,91,1
S_3138,64,47,67,80,40,40,0,338,79,78,0
S_3139,58,47,60,67,35,13,0,280,77,79,0
S_3140,49,60,33,53,40,40,0,275,79,77,1
S_3141,16,13,20,13,25,13,0,100,84,81,0
S_3142,56,53,53,60,45,73,96,436,96,85,1
S_3143,62,67,33,87,50,53,98,450,94,78,1
S_3144,64,73,60,60,25,20,20,322,77,77,0
S_3145,56,67,27,73,45,33,0,301,87,84,1
S_3146,62,60,80,47,35,27,0,311,89,94,1
S_3147,56,60,33,73,40,40,0,302,89,89,1
S_3148,60,80,20,80,35,33,0,308,79,81,0
S_3149,60,67,47,67,30,27,0,298,83,93,1
S_3150,71,80,47,87,50,47,60,442,89,94,1
S_3151,62,73,53,60,40,67,98,453,77,78,1
S_3152,67,80,60,60,65,60,60,452,95,83,1
S_3153,69,80,80,47,60,80,20,436,82,77,0
S_3154,58,53,53,67,25,53,60,369,93,88,1
S_3155,64,73,60,60,50,40,20,367,87,81,0
S_3156,62,73,33,80,40,20,0,308,86,79,0
S_3157,53,53,33,73,25,40,60,337,93,80,1
S_3158,22,20,20,27,40,33,0,162,79,81,0
S_3159,64,93,40,60,60,47,60,424,79,86,1
S_3160,62,67,60,60,40,53,94,436,77,86,1
S_3161,64,80,40,73,50,60,57,424,81,79,0
S_3162,62,67,53,67,55,67,60,431,90,83,1
S_3163,56,60,40,67,45,47,56,371,96,93,1
S_3164,64,73,40,80,40,40,0,337,93,89,1
S_3165,64,87,40,67,30,27,0,315,95,91,1
